;NAME;;PSRJ;;P0;;;P1;;;DIST;EDOT;BSURF_I;
;;;;;(s);;;;;;(kpc);(ergs/s);(G);
1852;J1803-3002A;pdc+05;J1803-3002A;pdc+05;0.007101392508118;1.6e-14;zmc+20;4.00E-20;1.0e-21;zmc+20;7.700;4.4e+33;*;
1853;J1803-3002B;fre08;J1803-3002B;fre08;0.004397;0;fre08;*;0;*;7.700;*;*;
1854;J1803-3002C;fre08;J1803-3002C;fre08;0.005840;0;fre08;*;0;*;7.700;*;*;
1855;J1803-3002D;rgf+21;J1803-3002D;rgf+21;0.00553;0;rgf+21;*;0;*;5.814;*;*;
1856;J1803-3329;kjv+10;J1803-3329;kjv+10;0.633411983159;4.0e-12;bbb+12;0.3372E-15;2.0e-19;bbb+12;7.811;5.2e+31;*;
1857;B1802-07;dbl+93;J1804-0735;dbl+93;0.02310085528430;3.0e-14;hlk+04;4.671E-19;3.0e-22;hlk+04;7.800;1.5e+33;*;
1858;J1804-2228;mhl+02;J1804-2228;mhl+02;0.57051063348;1.0e-10;mhl+02;1.43E-16;1.0e-17;mhl+02;4.054;3.0e+31;*;
1859;J1804-2717;llb+96;J1804-2717;llb+96;0.009343030844543;4.0e-15;dcl+16;4.085E-20;5.0e-23;dcl+16;0.804;2.0e+33;5.82e+08;
1860;J1804-28;kek+13;J1804-28;kek+13;1.273011;9.0e-06;kek+13;*;0;*;5.469;*;*;
1861;J1804-2858;mbc+19;J1804-2858;mbc+19;0.00149268528411635;1.2e-16;pbm+19;-7.57E-22;3.0e-24;pbm+19;8.186;*;-nan;
1862;B1802+03;stwd85;J1805+0306;stwd85;0.2187115654904;1.5e-12;hlk+04;9.99455E-16;7.0e-21;hlk+04;5.255;3.8e+33;*;
1863;J1805+0615;cck+16;J1805+0615;cck+16;0.0021289064590218;5.0e-16;drc+21;2.2758E-20;9.0e-24;drc+21;3.885;9.3e+34;1.98e+08;
1864;J1805-0619;ebvb01;J1805-0619;ebvb01;0.454650713078;7.0e-12;ebvb01;9.690E-16;1.3e-18;ebvb01;5.429;4.1e+32;*;
1865;J1805-1504;lfl+06;J1805-1504;lfl+06;1.1812692298;3.0e-10;lfl+06;2.7E-16;3.0e-17;lfl+06;5.409;6.6e+30;*;
1866;J1805-2032;mhl+02;J1805-2032;mhl+02;0.40576948790;5.0e-11;mhl+02;8.394E-15;7.0e-18;mhl+02;6.694;5.0e+33;*;
1867;J1805-2037;mhl+02;J1805-2037;mhl+02;0.357806774953;1.3e-11;mhl+02;1.7555E-15;1.6e-18;mhl+02;4.983;1.5e+33;*;
1868;J1805-2447;hfs+04;J1805-2447;hfs+04;0.661401759025;1.4e-11;hfs+04;5.8E-18;7.0e-19;hfs+04;4.576;7.9e+29;*;
1869;J1805-2948;bbb+12;J1805-2948;bbb+12;0.4283409894;2.0e-10;bbb+12;0.474E-15;5.0e-18;bbb+12;4.589;2.4e+32;*;
1870;J1806+1023;ebvb01;J1806+1023;ebvb01;0.484286459778;2.0e-12;jbo+09;0.05725E-15;4.0e-20;jbo+09;2.954;2.0e+31;*;
1871;B1804-12;stwd85;J1806-1154;stwd85;0.522618385775;4.0e-12;hlk+04;1.40877E-15;3.0e-20;hlk+04;3.005;3.9e+32;*;
1872;J1806-1618;hfs+04;J1806-1618;hfs+04;0.66830920992;5.0e-11;hfs+04;8.62E-16;3.0e-18;hfs+04;10.156;1.1e+32;*;
1873;J1806-1920;mhl+02;J1806-1920;mhl+02;0.8797908756;7.0e-10;mhl+02;1.7E-17;2.1e-17;mhl+02;12.793;9.9e+29;*;
1874;J1806-2125;mhl+02;J1806-2125;mhl+02;0.481824602;4.0e-09;psj+19;1.17983E-13;5.0e-18;psj+19;4.886;4.2e+34;*;
1875;J1806+2819;kmk+18;J1806+2819;kmk+18;0.01508366732422;2.0e-14;kmk+18;0.0000375E-15;5.0e-22;kmk+18;1.330;4.3e+32;*;
1876;J1807+04;dsm+13;J1807+04;dsm+13;0.7989;0;dsm+13;*;0;*;2.390;*;*;
1877;J1807+0756;rtj+96;J1807+0756;rtj+96;0.464300493199;2.0e-12;clm+05;0.1294E-15;2.0e-19;clm+05;7.935;5.1e+31;*;
1878;B1804-08;mlt+78;J1807-0847;mlt+78;0.16372737166367;9.0e-14;hlk+04;2.87993E-17;4.0e-22;hlk+04;1.500;2.6e+32;6.95e+10;
1879;J1807-2459A;rgh+01;J1807-2459A;rgh+01;0.003059448798020229;3.0e-17;lfrj12;-4.3352E-21;2.6e-24;lfrj12;3.000;*;*;
1880;J1807-2459B;cha03;J1807-2459B;cha03;0.00418617720284089;2.5e-16;lfrj12;8.23245E-20;1.8e-24;lfrj12;3.000;4.4e+34;*;
1881;J1807-2557;kle+10;J1807-2557;kle+10;2.76419486975;4.0e-11;kkl+11;4.994E-15;2.0e-18;kkl+11;18.556;9.3e+30;*;
1882;B1804-27;mlt+78;J1807-2715;mlt+78;0.827776461518;9.0e-12;hlk+04;1.217251E-14;7.0e-20;hlk+04;15.364;8.5e+32;*;
1883;J1808+00;cnst96;J1808+00;cnst96;0.425115;3.0e-06;cnst96;*;0;*;25.000;*;*;
1884;J1808-0813;mld+96;J1808-0813;mld+96;0.876044286677;6.0e-12;hlk+04;1.24020E-15;6.0e-20;hlk+04;3.972;7.3e+31;*;
1885;J1808-1020;lfl+06;J1808-1020;lfl+06;0.596993202504;4.0e-12;lfl+06;7.725E-16;4.0e-19;lfl+06;8.076;1.4e+32;*;
1886;J1808-1517;eklk13;J1808-1517;eklk13;0.544549207067;8.0e-12;eklk13;2.6671E-15;5.0e-19;eklk13;4.306;6.5e+32;*;
1887;J1808-1726;lfl+06;J1808-1726;lfl+06;0.24103454795;9.0e-11;lfl+06;1.2E-17;1.2e-17;lfl+06;14.163;3.3e+31;*;
1888;J1808-2024;kds+98;J1808-2024;kds+98;7.55592;5.0e-05;mte+05;5.49E-10;9.0e-12;mte+05;13.000;5.0e+34;2.06e+15;
1889;B1805-20;cl86;J1808-2057;cl86;0.918410326286;1.1e-11;hlk+04;1.707608E-14;9.0e-20;hlk+04;4.582;8.7e+32;*;
1890;J1808-2701;lfl+06;J1808-2701;lfl+06;2.45788177758;1.2e-10;lfl+06;6.5818E-14;1.1e-17;lfl+06;2.706;1.7e+32;*;
1891;J1808-3249;ebvb01;J1808-3249;ebvb01;0.364912241765;1.0e-11;ebvb01;7.0494E-15;1.0e-18;ebvb01;6.269;5.7e+33;*;
1892;J1809-0119;kjv+10;J1809-0119;kjv+10;0.7449764016;3.0e-10;bbb+12;2.29E-15;2.0e-17;bbb+12;10.737;2.2e+32;*;
1893;J1809-0743;ebvb01;J1809-0743;ebvb01;0.313885674748;5.0e-12;ebvb01;1.521E-16;9.0e-19;ebvb01;13.999;1.9e+32;*;
1894;J1809-1429;mhl+02;J1809-1429;mhl+02;0.895285284345;1.3e-11;mhl+02;5.240E-15;4.0e-18;mhl+02;17.153;2.9e+32;*;
1895;J1809+17;scb+19;J1809+17;scb+19;2.0667;0;scb+19;*;0;*;3.152;*;*;
1896;J1809-1850;hfs+04;J1809-1850;hfs+04;1.12448108944;1.7e-10;hfs+04;1.0575E-14;8.0e-18;hfs+04;4.667;2.9e+32;*;
1897;J1809-1917;mhl+02;J1809-1917;mhl+02;0.082755269706;6.0e-12;psj+19;2.553016E-14;1.4e-19;psj+19;3.268;1.8e+36;1.47e+12;
1898;J1809-1943;ims+04;J1809-1943;ims+04;5.540742829;2.0e-08;crh+16;2.8281E-12;1.1e-15;crh+16;3.600;6.6e+32;1.27e+14;
1899;J1809-2004;mhl+02;J1809-2004;mhl+02;0.43481138633;1.6e-10;mhl+02;7.28E-15;6.0e-17;mhl+02;5.228;3.5e+33;*;
1900;B1806-21;cjlm87;J1809-2109;cjlm87;0.702413629135;4.0e-12;hlk+04;3.82187E-15;3.0e-20;hlk+04;4.119;4.4e+32;*;
1901;J1809-2332;aaa+09c;J1809-2332;aaa+09c;0.146788548116;7.0e-12;rkp+11;3.44207E-14;3.0e-19;rkp+11;0.880;4.3e+35;2.27e+12;
1902;J1809-3547;lml+98;J1809-3547;lml+98;0.8603878390;7.0e-10;dsb+98;1.2E-16;1.0e-17;dsb+98;22.564;7.4e+30;*;
1903;J1810+0705;scb+19;J1810+0705;scb+19;0.30768283388;1.0e-11;tbc+20;0.242E-15;4.0e-18;tbc+20;5.456;3.3e+32;*;
1904;J1810-1441;hfs+04;J1810-1441;hfs+04;0.217213500357;4.0e-12;hfs+04;2.387E-17;1.9e-19;hfs+04;6.755;9.2e+31;*;
1905;J1810-1709;ccb+20;J1810-1709;ccb+20;1.16113257983;7.0e-11;ccb+20;333E-18;6.0e-20;ccb+20;14.518;8.4e+30;*;
1906;J1810+1744;hrm+11;J1810+1744;hrm+11;0.00166;0;hrm+11;0.46E-20;0;aaa+13;2.361;4.0e+34;*;
1907;J1810-1820;mhl+02;J1810-1820;mhl+02;0.153716278369;8.0e-12;mhl+02;5.2E-17;3.0e-18;mhl+02;4.237;5.7e+32;*;
1908;J1810-2005;clm+01;J1810-2005;clm+01;0.032822244860022;8.0e-15;jsb+10;1.4742E-19;1.2e-22;jsb+10;3.514;1.6e+32;1.49e+09;
1909;B1806-53;mlt+78;J1810-5338;mlt+78;0.26104978959;3.0e-11;lbs+20;3.85739E-16;7.0e-21;lbs+20;1.647;8.6e+32;*;
1910;J1811-0154;ebvb01;J1811-0154;ebvb01;0.92494482303;4.0e-11;ebvb01;1.608E-15;6.0e-18;ebvb01;11.112;8.0e+31;*;
1911;J1811+0702;fcwa95;J1811+0702;fcwa95;0.46171267661;3.0e-11;lwf+04;2.692E-15;1.0e-18;lwf+04;2.965;1.1e+33;*;
1912;J1811-1049;kek+13;J1811-1049;kek+13;2.6238585620;3.0e-10;kek+13;0.8E-15;2.0e-16;kek+13;8.667;1.7e+30;*;
1913;J1811-1717;ncb+15;J1811-1717;ncb+15;0.39138510099;9.0e-11;ncb+15;120E-18;8.0e-19;ncb+15;5.184;7.9e+31;*;
1914;J1811-1736;lcm+00;J1811-1736;lcm+00;0.1041819547968;4.0e-13;cks+07;9.01E-19;5.0e-21;cks+07;4.419;3.1e+31;*;
1915;J1811-1835;mhl+02;J1811-1835;mhl+02;0.55746361200;1.0e-10;mhl+02;6.315E-15;1.3e-17;mhl+02;4.933;1.4e+33;*;
1916;J1811-1925;ttdm97;J1811-1925;ttdm97;0.06466700;2.0e-08;ttd+99;4.40E-14;4.0e-16;ttd+99;5.000;6.4e+36;*;
1917;J1811-2405;kjv+10;J1811-2405;kjv+10;0.00266059327687744;2.0e-17;ngf+20;1.37756E-20;3.0e-25;ngf+20;1.830;2.9e+34;1.94e+08;
1918;J1811-2439;lfl+06;J1811-2439;lfl+06;0.415812941402;1.1e-11;lfl+06;2.972E-16;1.1e-18;lfl+06;3.756;1.6e+32;*;
1919;J1811-4930;kjv+10;J1811-4930;kjv+10;1.4327041968;1.0e-10;bbb+12;2.254E-15;5.0e-18;bbb+12;1.447;3.0e+31;*;
1920;B1810+02;stwd85;J1812+0226;stwd85;0.793902802035;3.0e-12;hlk+04;3.59963E-15;3.0e-20;hlk+04;7.197;2.8e+32;*;
1921;J1812-15;ccb+20;J1812-15;ccb+20;1.014529;3.0e-06;ccb+20;*;0;*;10.041;*;*;
1922;B1809-173;cl86;J1812-1718;cl86;1.20537444137;9.0e-11;ywml10;1.9077E-14;1.5e-17;ywml10;3.661;4.3e+32;*;
1923;B1809-176;cjlm87;J1812-1733;cjlm87;0.538340543302;9.0e-12;hlk+04;9.8245E-16;5.0e-20;hlk+04;4.492;2.5e+32;*;
1924;J1812-1910;hfs+04;J1812-1910;hfs+04;0.43099098078;6.0e-11;hfs+04;3.774E-14;3.0e-17;hfs+04;5.922;1.9e+34;*;
1925;J1812-20;ccb+20;J1812-20;ccb+20;1.9031119816;5.0e-10;ccb+20;240E-18;3.0e-19;ccb+20;11.219;1.4e+30;*;
1926;J1812-2102;mhl+02;J1812-2102;mhl+02;1.22335230807;9.0e-11;mhl+02;2.3893E-14;9.0e-18;mhl+02;14.440;5.2e+32;*;
1927;J1812-2526;lfl+06;J1812-2526;lfl+06;0.315835048197;8.0e-12;lfl+06;1.775E-16;9.0e-19;lfl+06;22.244;2.2e+32;*;
1928;J1812-2748;kjv+10;J1812-2748;kjv+10;0.236983307439;9.0e-12;bbb+12;0.3156E-15;4.0e-19;bbb+12;2.941;9.4e+32;*;
1929;J1812-3039;bbb+12;J1812-3039;bbb+12;0.58747677594;2.0e-11;bbb+12;0.6602E-15;8.0e-19;bbb+12;5.474;1.3e+32;*;
1930;J1813-1246;aaa+09c;J1813-1246;aaa+09c;0.048072246759;7.0e-12;rkp+11;1.75637E-14;3.0e-19;rkp+11;2.635;6.2e+36;*;
1931;J1813-1749;gh09b;J1813-1749;gh09b;0.04474055970;4.0e-11;hgp+20;1.26999E-13;9.0e-18;hgp+20;6.147;5.6e+37;2.41e+12;
1932;J1813+1822;lwf+04;J1813+1822;lwf+04;0.3364246764;9.0e-10;lwf+04;0.021E-15;8.0e-18;lwf+04;4.989;2.2e+31;*;
1933;J1813-2113;mhl+02;J1813-2113;mhl+02;0.426466240565;1.3e-11;mhl+02;2.081E-15;6.0e-18;mhl+02;14.968;1.1e+33;*;
1934;J1813-2242;hfs+04;J1813-2242;hfs+04;0.328514216183;1.5e-11;hfs+04;4.78E-17;6.0e-19;hfs+04;12.474;5.3e+31;*;
1935;J1813-2621;fsk+04;J1813-2621;fsk+04;0.0044300116286341;1.8e-15;lem+15;1.2466E-20;6.0e-24;lem+15;3.159;5.7e+33;-nan;
1936;B1811+40;dth78;J1813+4013;dth78;0.931089084936;3.0e-12;hlk+04;2.54871E-15;3.0e-20;hlk+04;4.917;1.2e+32;*;
1937;J1814-0521;kjv+10;J1814-0521;kjv+10;1.01421948495;6.0e-11;bbb+12;0.884E-15;3.0e-18;bbb+12;4.211;3.3e+31;*;
1938;J1814-0618;lfl+06;J1814-0618;lfl+06;1.37786849563;1.4e-10;lfl+06;2.92E-16;1.6e-17;lfl+06;5.990;4.4e+30;*;
1939;J1814+1130;naf03;J1814+1130;naf03;0.751261115038;3.0e-12;naf03;1.66038E-15;8.0e-20;naf03;4.151;1.5e+32;*;
1940;J1814-1649;mhl+02;J1814-1649;mhl+02;0.95746393536;7.0e-11;mhl+02;6.333E-15;7.0e-18;mhl+02;5.205;2.8e+32;*;
1941;J1814-1744;ckl+00;J1814-1744;ckl+00;3.975905188;1.6e-08;js06;7.447E-13;4.0e-16;js06;5.118;4.7e+32;*;
1942;J1814+22;scb+19;J1814+22;scb+19;0.2537;0;scb+19;*;0;*;6.461;*;*;
1943;J1814+31;fermi21;J1814+31;fermi21;0.00209;0;fermi21;*;0;*;*;*;*;
1944;J1815-1738;hfs+04;J1815-1738;hfs+04;0.198456978776;4.0e-12;psj+19;7.77681E-14;5.0e-19;psj+19;4.887;3.9e+35;*;
1945;J1815-1910;mhl+02;J1815-1910;mhl+02;1.24992353738;8.0e-11;mhl+02;3.630E-14;3.0e-17;mhl+02;6.139;7.3e+32;*;
1946;J1815+5546;slr+14;J1815+5546;slr+14;0.42684382706;4.0e-11;lsk+18;9.5E-17;1.5e-17;lsk+18;25.000;4.8e+31;*;
1947;J1816-0755;lfl+06;J1816-0755;lfl+06;0.2176426911444;1.5e-12;lfl+06;6.48032E-15;1.5e-19;lfl+06;3.152;2.5e+34;*;
1948;J1816-1446;hfs+04;J1816-1446;hfs+04;0.594499815819;1.8e-11;hfs+04;1.3261E-15;1.1e-18;hfs+04;10.097;2.5e+32;*;
1949;B1813-17;clj+92;J1816-1729;clj+92;0.78231335990;4.0e-11;hlk+04;7.2621E-15;3.0e-19;hlk+04;4.432;6.0e+32;*;
1950;B1813-26;lvw69a;J1816-2650;lvw69a;0.592885190625;1.1e-11;lbs+20;6.650E-17;4.0e-20;lbs+20;3.591;1.3e+31;*;
1951;J1816+4510;slr+14;J1816+4510;slr+14;0.0031931035538505;2.0e-16;slr+14;4.310E-20;1.0e-23;slr+14;4.356;5.2e+34;3.70e+08;
1952;J1816-5643;jbo+09;J1816-5643;jbo+09;0.2179228818474;1.3e-12;jbo+09;0.00193E-15;6.0e-20;jbo+09;2.580;7.4e+30;*;
1953;J1817-0743;lfl+06;J1817-0743;lfl+06;0.438095346909;1.8e-11;lfl+06;-2.3E-18;8.3e-18;lfl+06;0.195;*;*;
1954;J1817-1511;hfs+04;J1817-1511;hfs+04;0.224603837185;1.6e-11;hfs+04;1.4313E-15;9.0e-19;hfs+04;7.341;5.0e+33;*;
1955;J1817-1742;cla17;J1817-1742;cla17;0.1497440393996;1.6e-12;cla17;2.058107E-14;9.0e-20;cla17;*;2.4e+35;*;
1956;J1817-1938;bbb+12;J1817-1938;bbb+12;2.0468376289;2.0e-10;kek+13;0.36E-15;9.0e-17;kek+13;17.002;1.7e+30;*;
1957;B1814-23;moh83;J1817-2311;moh83;0.62547;2.0e-05;moh83;*;0;*;7.934;*;*;
1958;B1813-36;mlt+78;J1817-3618;mlt+78;0.3870193974544;1.5e-12;jbv+19;2.02298E-15;1.5e-19;jbv+19;4.383;1.4e+33;8.95e+11;
1959;J1817-3837;lml+98;J1817-3837;lml+98;0.38448678392;2.0e-11;ebvb01;5.802E-16;6.0e-19;ebvb01;6.086;4.0e+32;*;
1960;J1818-0151;bbb+12;J1818-0151;bbb+12;0.837534946983;1.1e-11;bsb+19;9.1061E-15;5.0e-19;bsb+19;19.138;6.1e+32;*;
1961;J1818-1116;hfs+04;J1818-1116;hfs+04;0.54479952470;5.0e-11;hfs+04;3.824E-15;6.0e-18;hfs+04;13.007;9.3e+32;*;
1962;B1815-14;cl86;J1818-1422;cl86;0.2914894606391;4.0e-13;ywml10;2.035737E-15;1.7e-20;ywml10;5.440;3.2e+33;*;
1963;J1818-1448;eklk13;J1818-1448;eklk13;0.28137130037;6.0e-11;eklk13;6.15E-15;2.0e-17;eklk13;4.997;1.1e+34;*;
1964;J1818-1519;mhl+02;J1818-1519;mhl+02;0.9396900396;5.0e-10;mhl+02;4.11E-15;7.0e-17;mhl+02;5.362;2.0e+32;*;
1965;J1818-1541;mhl+02;J1818-1541;mhl+02;0.55113377674;3.0e-11;mhl+02;9.676E-15;7.0e-18;mhl+02;4.792;2.3e+33;*;
1966;J1818-1556;kel+09;J1818-1556;kel+09;0.952708902877;1.9e-11;kel+09;0.7062E-15;1.9e-18;kel+09;3.464;3.2e+31;*;
1967;J1818-1607;esy+20;J1818-1607;esy+20;1.3634920;4.0e-07;cdj+20;4.183E-11;1.9e-13;cdj+20;25.000;6.5e+35;*;
1968;J1819-0925;hfs+04;J1819-0925;hfs+04;0.852047483505;1.5e-11;hfs+04;3.1302E-15;1.1e-18;hfs+04;13.840;2.0e+32;*;
1969;J1819-1008;hfs+04;J1819-1008;hfs+04;0.301489849278;7.0e-12;hfs+04;1.3209E-15;5.0e-19;hfs+04;13.539;1.9e+33;*;
1970;J1819-1114;eklk13;J1819-1114;eklk13;0.29416251457;2.0e-11;eklk13;0.566E-15;6.0e-18;eklk13;5.795;8.8e+32;*;
1971;J1819-1131;hfs+04;J1819-1131;hfs+04;1.38813712856;1.6e-10;hfs+04;7.61E-16;1.0e-17;hfs+04;16.385;1.1e+31;*;
1972;J1819+1305;ebvb01;J1819+1305;ebvb01;1.060363543971;7.0e-12;naf03;0.3592E-15;2.0e-19;naf03;4.047;1.2e+31;*;
1973;J1819-1318;lfl+06;J1819-1318;lfl+06;1.51569599263;1.2e-10;lfl+06;6.0E-16;3.0e-17;lfl+06;0.811;6.8e+30;*;
1974;J1819-1408;mhl+02;J1819-1408;mhl+02;1.7884904528;1.6e-09;mhl+02;2.59E-15;1.6e-16;mhl+02;8.976;1.8e+31;*;
1975;J1819-1458;mll+06;J1819-1458;mll+06;4.26321348;8.0e-08;bls+18;5.6268E-13;8.0e-17;bls+18;3.301;2.9e+32;*;
1976;J1819-1510;mhl+02;J1819-1510;mhl+02;0.226538990075;4.0e-12;mhl+02;7.9E-18;9.0e-19;mhl+02;4.123;2.7e+31;*;
1977;J1819-17;ncb+15;J1819-17;ncb+15;2.352135;1.5e-05;ncb+15;*;0;*;1.881;*;*;
1978;J1819-1717;ekl09;J1819-1717;ekl09;0.39352163764;6.0e-11;eklk13;3.455E-15;6.0e-18;eklk13;4.793;2.2e+33;*;
1979;J1819-37;mss+20;J1819-37;mss+20;0.632;0;mss+20;*;0;*;2.712;*;*;
1980;B1818-04;vlw69;J1820-0427;vlw69;0.598081935375;4.0e-12;jbv+19;6.32528E-15;1.1e-19;jbv+19;2.857;1.2e+33;1.97e+12;
1981;J1820-0509;lfl+06;J1820-0509;lfl+06;0.337320795791;3.0e-12;lfl+06;9.323E-16;3.0e-19;lfl+06;3.297;9.6e+32;*;
1982;B1817-13;cl86;J1820-1346;cl86;0.921459731325;5.0e-12;hlk+04;4.49522E-15;4.0e-20;hlk+04;5.862;2.3e+32;*;
1983;J1820-1529;hfs+04;J1820-1529;hfs+04;0.3332537343;1.8e-09;psj+19;3.7904E-14;5.0e-18;psj+19;5.195;4.0e+34;*;
1984;B1817-18;jlm+92;J1820-1818;jlm+92;0.3099045934277;9.0e-13;hlk+04;9.3609E-17;6.0e-21;hlk+04;14.039;1.2e+32;*;
1985;J1821+0155;rsm+13;J1821+0155;rsm+13;0.03378133193189;1.3e-13;rsm+13;2.900E-20;1.9e-22;rsm+13;1.723;3.0e+31;*;
1986;J1821-0256;lfl+06;J1821-0256;lfl+06;0.414111049843;1.4e-11;lfl+06;3.72E-17;1.4e-18;lfl+06;3.160;2.1e+31;*;
1987;J1821-0331;kek+13;J1821-0331;kek+13;0.90231562918;4.0e-11;kek+13;2.53E-15;2.0e-17;kek+13;7.556;1.4e+32;*;
1988;J1821-1419;hfs+04;J1821-1419;hfs+04;1.6560095697;9.0e-10;hfs+04;8.945E-13;3.0e-16;hfs+04;6.129;7.8e+33;*;
1989;J1821-1432;kel+09;J1821-1432;kel+09;1.91513066964;8.0e-11;kel+09;5.373E-15;8.0e-18;kel+09;4.540;3.0e+31;*;
1990;J1821+1715;rtj+96;J1821+1715;rtj+96;1.366682059422;1.0e-11;clm+05;0.8714E-15;1.1e-18;clm+05;4.140;1.3e+31;*;
1991;J1821+4147;slr+14;J1821+4147;slr+14;1.261857209134;8.0e-12;lsk+18;1.7292E-15;1.0e-18;lsk+18;4.444;3.4e+31;*;
1992;J1822+02;mss+20;J1822+02;mss+20;1.508;0;mss+20;*;0;*;5.411;*;*;
1993;J1822+0705;fcwa95;J1822+0705;fcwa95;1.362817392033;1.9e-11;hlk+04;1.7472E-15;3.0e-19;hlk+04;2.873;2.7e+31;*;
1994;J1822-0719;ccb+20;J1822-0719;ccb+20;0.49907553362;4.0e-11;ccb+20;19E-18;2.0e-19;ccb+20;4.611;6.0e+30;*;
1995;J1822-0848;fsk+04;J1822-0848;fsk+04;0.834839272621;1.4e-11;lfl+06;0.135E-15;4.0e-18;lfl+06;3.826;9.2e+30;*;
1996;J1822-0902;ccb+20;J1822-0902;ccb+20;0.148894507003;3.0e-12;ccb+20;17780.9E-18;8.0e-19;ccb+20;15.673;2.1e+35;*;
1997;J1822-0907;hfs+04;J1822-0907;hfs+04;0.97470037336;6.0e-11;hfs+04;3.55E-16;3.0e-18;hfs+04;16.078;1.5e+31;*;
1998;J1822+1120;lxf+05;J1822+1120;lxf+05;1.78703680542;4.0e-11;lxf+05;2.346E-15;4.0e-18;lxf+05;7.776;1.6e+31;*;
1999;J1822-1252;hfs+04;J1822-1252;hfs+04;2.0710402725;5.0e-10;hfs+04;8.476E-14;3.0e-17;hfs+04;6.404;3.8e+32;*;
2000;B1820-14;cl86;J1822-1400;cl86;0.214771109789;6.0e-12;hlk+04;9.0689E-16;5.0e-20;hlk+04;4.753;3.6e+33;*;
2001;J1822-1604;rei+11;J1822-1604;rei+11;8.43772106;7.0e-08;skc14;2.1E-14;3.0e-15;skc14;*;1.4e+30;*;
2002;J1822-1617;hfs+04;J1822-1617;hfs+04;0.8311557274;3.0e-10;hfs+04;1.885E-15;1.2e-17;hfs+04;14.868;1.3e+32;*;
2003;B1819-22;dls72;J1822-2256;dls72;1.874268518252;6.0e-12;hlk+04;1.35439E-15;4.0e-20;hlk+04;3.260;8.1e+30;*;
2004;J1822+2617;ccl+21;J1822+2617;ccl+21;0.5914175857222;1.4e-12;ccl+21;7.982E-16;7.0e-19;ccl+21;7.861;1.5e+32;*;
2005;J1822-4209;mld+96;J1822-4209;mld+96;0.456511944952;4.0e-12;dsb+98;4.5864E-16;6.0e-20;dsb+98;3.687;1.9e+32;*;
2006;J1823-0154;mld+96;J1823-0154;mld+96;0.759777464363;4.0e-12;hlk+04;1.13147E-15;4.0e-20;hlk+04;5.271;1.0e+32;*;
2007;B1821+05;mlt+78;J1823+0550;mlt+78;0.7529065430494;1.0e-12;hlk+04;2.26734E-16;9.0e-21;hlk+04;2.000;2.1e+31;4.18e+11;
2008;B1820-11;cl86;J1823-1115;cl86;0.279828696565;5.0e-12;hlk+04;1.37862E-15;4.0e-20;hlk+04;5.371;2.5e+33;*;
2009;J1823-1126;hfs+04;J1823-1126;hfs+04;1.8465342015;3.0e-10;hfs+04;3.652E-14;1.1e-16;hfs+04;9.274;2.3e+32;*;
2010;J1823-1347;mhl+02;J1823-1347;mhl+02;0.61710720555;1.2e-10;mhl+02;9.60E-15;3.0e-17;mhl+02;5.873;1.6e+33;*;
2011;J1823-1526;hfs+04;J1823-1526;hfs+04;1.62540547240;1.6e-10;hfs+04;4.52E-15;3.0e-17;hfs+04;8.157;4.2e+31;*;
2012;J1823-1807;mhl+02;J1823-1807;mhl+02;1.63679245172;1.7e-10;mhl+02;2.8E-16;4.0e-17;mhl+02;10.147;2.5e+30;*;
2013;B1820-30A;bbl+94;J1823-3021A;bbl+94;0.0054400041632727;3.1e-15;lfrj12;3.3750E-18;2.0e-21;lfrj12;7.900;8.3e+35;4.33e+09;
2014;B1820-30B;bbl+94;J1823-3021B;bbl+94;0.3785964921974;2.7e-12;lfrj12;2.99E-17;1.4e-18;lfrj12;7.900;2.2e+31;*;
2015;J1823-3021C;cha03;J1823-3021C;cha03;0.4059359629899;5.3e-12;lfrj12;2.240E-16;2.5e-18;lfrj12;7.900;1.3e+32;*;
2016;J1823-3021D;lfrj12;J1823-3021D;lfrj12;0.003020060260978;5.9e-14;lfrj12;*;0;*;7.900;*;*;
2017;J1823-3021E;fre08;J1823-3021E;fre08;0.004394;0;fre08;*;0;*;7.900;*;*;
2018;J1823-3021F;fre08;J1823-3021F;fre08;0.004850;0;fre08;*;0;*;7.900;*;*;
2019;J1823-3021G;rgf+21;J1823-3021G;rgf+21;0.00609129342151;4.0e-14;rgf+21;-1.8E-20;3.0e-21;rgf+21;7.900;*;*;
2020;J1823-3021H;rgf+21;J1823-3021H;rgf+21;0.00513;0;rgf+21;*;0;*;3.144;*;*;
2021;B1820-31;mlt+78;J1823-3106;mlt+78;0.284054344967;5.0e-12;hlk+04;2.92704E-15;4.0e-20;hlk+04;1.586;5.0e+33;9.23e+11;
2022;J1823-3543;fermi21;J1823-3543;fermi21;0.00237;0;fermi21;*;0;*;*;*;*;
2023;J1824-0127;lfl+06;J1824-0127;lfl+06;2.499469846087;1.9e-11;lbs+20;3.9065E-15;5.0e-19;lbs+20;2.219;9.9e+30;*;
2024;J1824-0132;bsb+19;J1824-0132;bsb+19;0.223728519703;4.0e-12;bsb+19;2.82E-17;3.0e-19;bsb+19;3.096;9.9e+31;*;
2025;J1824+1014;cck+16;J1824+1014;cck+16;0.004065916139472;4.0e-15;drc+21;5.373E-21;1.0e-23;drc+21;2.904;3.2e+33;*;
